playerID,award,year,lgID,pos,awardID
berglpa01,All-Rookie,2008,NHL,F,1821
doughdr01,All-Rookie,2008,NHL,D,1822
masonst01,All-Rookie,2008,NHL,G,1823
ryanbo01,All-Rookie,2008,NHL,F,1824
schenlu01,All-Rookie,2008,NHL,D,1825
verstkr01,All-Rookie,2008,NHL,F,1826
malkiev01,Art Ross,2008,NHL,,1827
masonst01,Calder,2008,NHL,,1828
malkiev01,Conn Smythe,2008,NHL,,1829
thomati01,Crozier,2008,NHL,,1830
charazd01,First Team All-Star,2008,NHL,D,1831
greenmi03,First Team All-Star,2008,NHL,D,1832
iginlja01,First Team All-Star,2008,NHL,RW,1833
malkiev01,First Team All-Star,2008,NHL,C,1834
ovechal01,First Team All-Star,2008,NHL,LW,1835
thomati01,First Team All-Star,2008,NHL,G,1836
ovechal01,Hart,2008,NHL,,1837
fernama01,Jennings,2008,NHL,,1838
thomati01,Jennings,2008,NHL,,1839
moreaet01,King Clancy,2008,NHL,,1840
datsypa01,Lady Byng,2008,NHL,,1841
sullist01,Masterton,2008,NHL,,1842
iginlja01,Messier,2008,NHL,,1843
charazd01,Norris,2008,NHL,,1844
ovechal01,Pearson,2008,NHL,,1845
krejcda01,Plus-Minus,2008,NHL,,1846
ovechal01,Richard,2008,NHL,,1847
boyleda01,Second Team All-Star,2008,NHL,D,1848
datsypa01,Second Team All-Star,2008,NHL,C,1849
hossama01,Second Team All-Star,2008,NHL,RW,1850
lidstni01,Second Team All-Star,2008,NHL,D,1851
masonst01,Second Team All-Star,2008,NHL,G,1852
parisza01,Second Team All-Star,2008,NHL,LW,1853
datsypa01,Selke,2008,NHL,,1854
thomati01,Vezina,2008,NHL,,1855
bergfni01,All-Rookie,2009,NHL,F,1856
delzomi01,All-Rookie,2009,NHL,D,1857
duchema01,All-Rookie,2009,NHL,F,1858
howarji01,All-Rookie,2009,NHL,G,1859
myersty01,All-Rookie,2009,NHL,D,1860
tavarjo01,All-Rookie,2009,NHL,F,1861
sedinhe01,Art Ross,2009,NHL,,1862
myersty01,Calder,2009,NHL,,1863
toewsjo01,Conn Smythe,2009,NHL,,1864
rasktu01,Crozier,2009,NHL,,1865
greenmi03,First Team All-Star,2009,NHL,D,1866
kanepa01,First Team All-Star,2009,NHL,RW,1867
keithdu01,First Team All-Star,2009,NHL,D,1868
millery01,First Team All-Star,2009,NHL,G,1869
ovechal01,First Team All-Star,2009,NHL,LW,1870
sedinhe01,First Team All-Star,2009,NHL,C,1871
sedinhe01,Hart,2009,NHL,,1872
brodema01,Jennings,2009,NHL,,1873
doansh01,King Clancy,2009,NHL,,1874
stlouma01,Lady Byng,2009,NHL,,1875
ovechal01,Lindsay,2009,NHL,,1876
theodjo01,Masterton,2009,NHL,,1877
crosbsi01,Messier,2009,NHL,,1878
keithdu01,Norris,2009,NHL,,1879
schulje02,Plus-Minus,2009,NHL,,1880
crosbsi01,Richard,2009,NHL,,1881
stamkst01,Richard,2009,NHL,,1882
bryzgil01,Second Team All-Star,2009,NHL,G,1883
crosbsi01,Second Team All-Star,2009,NHL,C,1884
doughdr01,Second Team All-Star,2009,NHL,D,1885
lidstni01,Second Team All-Star,2009,NHL,D,1886
sedinda01,Second Team All-Star,2009,NHL,LW,1887
stlouma01,Second Team All-Star,2009,NHL,RW,1888
datsypa01,Selke,2009,NHL,,1889
millery01,Vezina,2009,NHL,,1890
carlsjo01,All-Rookie,2010,NHL,D,1891
coutulo01,All-Rookie,2010,NHL,F,1892
crawfco01,All-Rookie,2010,NHL,G,1893
grabnmi01,All-Rookie,2010,NHL,F,1894
skinnje01,All-Rookie,2010,NHL,F,1895
subbapk01,All-Rookie,2010,NHL,D,1896
sedinda01,Art Ross,2010,NHL,,1897
skinnje01,Calder,2010,NHL,,1898
thomati01,Conn Smythe,2010,NHL,,1899
thomati01,Crozier,2010,NHL,,1900
lidstni01,First Team All-Star,2010,NHL,D,1901
perryco01,First Team All-Star,2010,NHL,RW,1902
sedinda01,First Team All-Star,2010,NHL,LW,1903
sedinhe01,First Team All-Star,2010,NHL,C,1904
thomati01,First Team All-Star,2010,NHL,G,1905
webersh01,First Team All-Star,2010,NHL,D,1906
perryco01,Hart,2010,NHL,,1907
luongro01,Jennings,2010,NHL,,1908
schneco01,Jennings,2010,NHL,,1909
weighdo01,King Clancy,2010,NHL,,1910
stlouma01,Lady Byng,2010,NHL,,1911
sedinda01,Lindsay,2010,NHL,,1912
laperia01,Masterton,2010,NHL,,1913
charazd01,Messier,2010,NHL,,1914
lidstni01,Norris,2010,NHL,,1915
charazd01,Plus-Minus,2010,NHL,,1916
perryco01,Richard,2010,NHL,,1917
charazd01,Second Team All-Star,2010,NHL,D,1918
ovechal01,Second Team All-Star,2010,NHL,LW,1919
rinnepe01,Second Team All-Star,2010,NHL,G,1920
stamkst01,Second Team All-Star,2010,NHL,C,1921
stlouma01,Second Team All-Star,2010,NHL,RW,1922
visnolu01,Second Team All-Star,2010,NHL,D,1923
keslery01,Selke,2010,NHL,,1924
thomati01,Vezina,2010,NHL,,1925
enrotjh01,All-Rookie,2011,NHL,G,1926
faulkju01,All-Rookie,2011,NHL,D,1927
gardija01,All-Rookie,2011,NHL,D,1928
henriad01,All-Rookie,2011,NHL,F,1929
landega01,All-Rookie,2011,NHL,F,1930
nugenry01,All-Rookie,2011,NHL,F,1931
malkiev01,Art Ross,2011,NHL,,1932
landega01,Calder,2011,NHL,,1933
quickjo01,Conn Smythe,2011,NHL,,1934
elliobr01,Crozier,2011,NHL,,1935
karlser01,First Team All-Star,2011,NHL,D,1936
kovalil01,First Team All-Star,2011,NHL,LW,1937
lundqhe01,First Team All-Star,2011,NHL,G,1938
malkiev01,First Team All-Star,2011,NHL,C,1939
nealja01,First Team All-Star,2011,NHL,RW,1940
webersh01,First Team All-Star,2011,NHL,D,1941
malkiev01,Hart,2011,NHL,,1942
elliobr01,Jennings,2011,NHL,,1943
halakja01,Jennings,2011,NHL,,1944
alfreda01,King Clancy,2011,NHL,,1945
campbbr02,Lady Byng,2011,NHL,,1946
malkiev01,Lindsay,2011,NHL,,1947
pacioma01,Masterton,2011,NHL,,1948
doansh01,Messier,2011,NHL,,1949
karlser01,Norris,2011,NHL,,1950
bergepa01,Plus-Minus,2011,NHL,,1951
stamkst01,Richard,2011,NHL,,1952
charazd01,Second Team All-Star,2011,NHL,D,1953
gaborma01,Second Team All-Star,2011,NHL,RW,1954
pietral01,Second Team All-Star,2011,NHL,D,1955
quickjo01,Second Team All-Star,2011,NHL,G,1956
stamkst01,Second Team All-Star,2011,NHL,C,1957
whitnra01,Second Team All-Star,2011,NHL,LW,1958
bergepa01,Selke,2011,NHL,,1959
lundqhe01,Vezina,2011,NHL,,1960
hullbo01,Davidson,1972,WHA,,1961
hampste01,Deneau,1972,WHA,,1962
cheevge01,First Team All-Star,1972,WHA,G,1963
hullbo01,First Team All-Star,1972,WHA,LW,1964
lacroan01,First Team All-Star,1972,WHA,C,1965
lawsoda01,First Team All-Star,1972,WHA,RW,1966
shmyrpa01,First Team All-Star,1972,WHA,D,1967
trembjc01,First Team All-Star,1972,WHA,D,1968
cheevge01,Hatskin,1972,WHA,,1969
lacroan01,Hunter,1972,WHA,,1970
caffete01,Kaplan,1972,WHA,,1971
trembjc01,Murphy,1972,WHA,,1972
doreyji01,Second Team All-Star,1972,WHA,D,1973
hornula01,Second Team All-Star,1972,WHA,D,1974
jarrega01,Second Team All-Star,1972,WHA,LW,1975
parenbe01,Second Team All-Star,1972,WHA,G,1976
wardro01,Second Team All-Star,1972,WHA,C,1977
webstto01,Second Team All-Star,1972,WHA,RW,1978
howego01,Davidson,1973,WHA,,1979
backsra01,Deneau,1973,WHA,,1980
howego01,First Team All-Star,1973,WHA,RW,1981
hullbo01,First Team All-Star,1973,WHA,LW,1982
lacroan01,First Team All-Star,1973,WHA,C,1983
mcleodo01,First Team All-Star,1973,WHA,G,1984
shmyrpa01,First Team All-Star,1973,WHA,D,1985
staplpa01,First Team All-Star,1973,WHA,D,1986
mcleodo01,Hatskin,1973,WHA,,1987
waltomi01,Hunter,1973,WHA,,1988
howema01,Kaplan,1973,WHA,,1989
staplpa01,Murphy,1973,WHA,,1990
carlewa01,Second Team All-Star,1973,WHA,C,1991
cheevge01,Second Team All-Star,1973,WHA,G,1992
hamilal01,Second Team All-Star,1973,WHA,D,1993
howema01,Second Team All-Star,1973,WHA,LW,1994
trembjc01,Second Team All-Star,1973,WHA,D,1995
waltomi01,Second Team All-Star,1973,WHA,RW,1996
rogermi01,Deneau,1974,WHA,,1997
graharo02,First Team All-Star,1974,WHA,G,1998
howego01,First Team All-Star,1974,WHA,RW,1999
hullbo01,First Team All-Star,1974,WHA,LW,2000
lacroan01,First Team All-Star,1974,WHA,C,2001
morrike01,First Team All-Star,1974,WHA,D,2002
trembjc01,First Team All-Star,1974,WHA,D,2003
graharo02,Hatskin,1974,WHA,,2004
hullbo01,Howe,1974,WHA,,2005
lacroan01,Hunter,1974,WHA,,2006
hedbean01,Kaplan,1974,WHA,,2007
trembjc01,Murphy,1974,WHA,,2008
graharo02,Playoff MVP,1974,WHA,,2009
bernise01,Second Team All-Star,1974,WHA,C,2010
cheevge01,Second Team All-Star,1974,WHA,G,2011
hedbean01,Second Team All-Star,1974,WHA,RW,2012
longba01,Second Team All-Star,1974,WHA,D,2013
popiepo01,Second Team All-Star,1974,WHA,D,2014
tardima01,Second Team All-Star,1974,WHA,LW,2015
nedomva01,Deneau,1975,WHA,,2016
daleyjo01,First Team All-Star,1975,WHA,G,2017
hedbean01,First Team All-Star,1975,WHA,RW,2018
nilssul01,First Team All-Star,1975,WHA,C,2019
shmyrpa01,First Team All-Star,1975,WHA,D,2020
tardima01,First Team All-Star,1975,WHA,LW,2021
trembjc01,First Team All-Star,1975,WHA,D,2022
dionmi01,Hatskin,1975,WHA,,2023
tardima01,Howe,1975,WHA,,2024
tardima01,Hunter,1975,WHA,,2025
napiema01,Kaplan,1975,WHA,,2026
shmyrpa01,Murphy,1975,WHA,,2027
nilssul01,Playoff MVP,1975,WHA,,2028
cloutre01,Second Team All-Star,1975,WHA,RW,2029
ftorero01,Second Team All-Star,1975,WHA,C,2030
graharo02,Second Team All-Star,1975,WHA,G,2031
hullbo01,Second Team All-Star,1975,WHA,LW,2032
morrike01,Second Team All-Star,1975,WHA,D,2033
staplpa01,Second Team All-Star,1975,WHA,D,2034
keonda01,Deneau,1976,WHA,,2035
ftorero01,First Team All-Star,1976,WHA,C,2036
garrejo01,First Team All-Star,1976,WHA,G,2037
hedbean01,First Team All-Star,1976,WHA,RW,2038
plumbro01,First Team All-Star,1976,WHA,D,2039
popiepo01,First Team All-Star,1976,WHA,D,2040
tardima01,First Team All-Star,1976,WHA,LW,2041
graharo02,Hatskin,1976,WHA,,2042
ftorero01,Howe,1976,WHA,,2043
cloutre01,Hunter,1976,WHA,,2044
lylege01,Kaplan,1976,WHA,,2045
plumbro01,Murphy,1976,WHA,,2046
bernise01,Playoff MVP,1976,WHA,,2047
antonmi01,Second Team All-Star,1976,WHA,LW,2048
cloutre01,Second Team All-Star,1976,WHA,RW,2049
daleyjo01,Second Team All-Star,1976,WHA,G,2050
hoganda01,Second Team All-Star,1976,WHA,D,2051
leducri01,Second Team All-Star,1976,WHA,C,2052
staplpa01,Second Team All-Star,1976,WHA,D,2053
keonda01,Deneau,1977,WHA,,2054
hamilal01,First Team All-Star,1977,WHA,D,2055
hedbean01,First Team All-Star,1977,WHA,RW,2056
nilssul01,First Team All-Star,1977,WHA,C,2057
sjobela01,First Team All-Star,1977,WHA,D,2058
smithal02,First Team All-Star,1977,WHA,G,2059
tardima01,First Team All-Star,1977,WHA,LW,2060
smithal02,Hatskin,1977,WHA,,2061
tardima01,Howe,1977,WHA,,2062
tardima01,Hunter,1977,WHA,,2063
nilsske01,Kaplan,1977,WHA,,2064
sjobela01,Murphy,1977,WHA,,2065
guindbo01,Playoff MVP,1977,WHA,,2066
cloutre01,Second Team All-Star,1977,WHA,RW,2067
ftorero01,Second Team All-Star,1977,WHA,C,2068
hullbo01,Second Team All-Star,1977,WHA,LW,2069
leyri01,Second Team All-Star,1977,WHA,D,2070
longba01,Second Team All-Star,1977,WHA,D,2071
wakeler01,Second Team All-Star,1977,WHA,G,2072
nilsske01,Deneau,1978,WHA,,2073
cloutre01,First Team All-Star,1978,WHA,RW,2074
drydeda01,First Team All-Star,1978,WHA,G,2075
ftorero01,First Team All-Star,1978,WHA,C,2076
howema01,First Team All-Star,1978,WHA,LW,2077
leyri01,First Team All-Star,1978,WHA,D,2078
ramagro01,First Team All-Star,1978,WHA,D,2079
drydeda01,Hatskin,1978,WHA,,2080
drydeda01,Howe,1978,WHA,,2081
cloutre01,Hunter,1978,WHA,,2082
gretzwa01,Kaplan,1978,WHA,,2083
leyri01,Murphy,1978,WHA,,2084
prestri01,Playoff MVP,1978,WHA,,2085
broderi01,Second Team All-Star,1978,WHA,G,2086
gretzwa01,Second Team All-Star,1978,WHA,C,2087
langeda01,Second Team All-Star,1978,WHA,D,2088
lukowmo01,Second Team All-Star,1978,WHA,LW,2089
macdobl01,Second Team All-Star,1978,WHA,RW,2090
shmyrpa01,Second Team All-Star,1978,WHA,D,2091
