scoreID,accm_txn_complete_time
2922,5/13/2022 5:26
2923,5/12/2022 15:11
2924,5/14/2022 19:14
2925,5/14/2022 6:52
2926,5/12/2022 11:12
2927,5/14/2022 3:06
2928,5/12/2022 21:21
2929,5/14/2022 14:44
2930,5/12/2022 21:24
2931,5/13/2022 12:09
2932,5/13/2022 8:41
2933,5/13/2022 11:03
2934,5/13/2022 2:24
2935,5/12/2022 22:49
2936,5/14/2022 14:43
2937,5/14/2022 0:48
2938,5/14/2022 2:38
2939,5/14/2022 19:41
2940,5/13/2022 11:41
2941,5/12/2022 16:22
2942,5/14/2022 4:17
2943,5/14/2022 6:19
2944,5/14/2022 18:36
2945,5/13/2022 11:02
2946,5/13/2022 2:15
2947,5/12/2022 11:09
2948,5/14/2022 18:17
2949,5/12/2022 7:02
2950,5/14/2022 22:04
2951,5/13/2022 10:05
2952,5/14/2022 3:30
2953,5/12/2022 19:38
2954,5/13/2022 19:13
2955,5/12/2022 12:23
2956,5/14/2022 3:26
2957,5/12/2022 2:28
2958,5/13/2022 17:46
2959,5/14/2022 18:50
2960,5/12/2022 9:12
2961,5/14/2022 4:00
2962,5/12/2022 23:51
2963,5/14/2022 23:24
2964,5/14/2022 22:30
2965,5/14/2022 20:49
2966,5/14/2022 16:27
2967,5/14/2022 16:02
2968,5/14/2022 11:52
2969,5/13/2022 20:23
2970,5/14/2022 3:23
2971,5/13/2022 9:02
2972,5/14/2022 20:02
2973,5/12/2022 9:32
2974,5/12/2022 4:10
2975,5/12/2022 2:23
2976,5/14/2022 23:16
2977,5/14/2022 19:38
2978,5/12/2022 8:55
2979,5/12/2022 8:39
2980,5/12/2022 19:28
2981,5/14/2022 19:26
2982,5/13/2022 13:21
2983,5/13/2022 16:00
2984,5/12/2022 18:19
2985,5/14/2022 5:07
2986,5/12/2022 7:45
2987,5/14/2022 6:04
2988,5/14/2022 8:52
2989,5/13/2022 15:56
2990,5/13/2022 13:59
2991,5/13/2022 17:24
2992,5/12/2022 6:34
2993,5/12/2022 4:49
2994,5/14/2022 5:38
2995,5/13/2022 18:48
2996,5/13/2022 20:31
2997,5/12/2022 2:59
2998,5/12/2022 10:24
2999,5/13/2022 10:07
3000,5/13/2022 2:45
3001,5/12/2022 3:11
3002,5/14/2022 10:54
3003,5/13/2022 6:44
3004,5/14/2022 6:32
3005,5/14/2022 2:57
3006,5/12/2022 13:40
3007,5/14/2022 9:18
3008,5/13/2022 23:22
3009,5/14/2022 6:12
3010,5/14/2022 21:43
3011,5/13/2022 21:41
3012,5/12/2022 15:12
3013,5/12/2022 15:46
3014,5/13/2022 13:28
3015,5/12/2022 20:29
3016,5/13/2022 1:03
3017,5/12/2022 19:12
3018,5/13/2022 18:01
3019,5/14/2022 1:10
3020,5/12/2022 9:15
3021,5/14/2022 6:48
3022,5/12/2022 6:16
3023,5/12/2022 4:28
3024,5/14/2022 7:14
3025,5/13/2022 18:37
3026,5/14/2022 13:55
3027,5/12/2022 20:22
3028,5/12/2022 5:31
3029,5/13/2022 6:36
3030,5/13/2022 20:18
3031,5/12/2022 6:49
3032,5/14/2022 15:59
3033,5/12/2022 13:37
3034,5/13/2022 12:38
3035,5/13/2022 18:43
3036,5/14/2022 23:20
3037,5/14/2022 0:16
3038,5/12/2022 8:25
3039,5/13/2022 13:43
3040,5/14/2022 13:32
3041,5/14/2022 20:10
3042,5/14/2022 21:55
3043,5/14/2022 11:08
3044,5/12/2022 15:11
3045,5/12/2022 0:44
3046,5/14/2022 0:37
3047,5/13/2022 4:18
3048,5/13/2022 17:15
3049,5/14/2022 12:22
3050,5/12/2022 0:25
3051,5/12/2022 14:28
3052,5/12/2022 21:31
3053,5/12/2022 4:09
3054,5/12/2022 21:23
3055,5/14/2022 0:12
3056,5/12/2022 19:20
3057,5/12/2022 14:15
3058,5/12/2022 6:54
3059,5/13/2022 0:46
3060,5/13/2022 19:58
3061,5/12/2022 16:12
3062,5/13/2022 16:03
3063,5/13/2022 8:01
3064,5/12/2022 4:53
3065,5/12/2022 12:15
3066,5/12/2022 18:17
3067,5/12/2022 12:25
3068,5/12/2022 8:58
3069,5/14/2022 15:31
3070,5/12/2022 16:47
3071,5/14/2022 13:06
3072,5/14/2022 23:27
3073,5/13/2022 3:40
3074,5/12/2022 21:15
3075,5/13/2022 12:27
3076,5/12/2022 16:26
3077,5/12/2022 17:06
3078,5/13/2022 20:05
3079,5/14/2022 13:42
3080,5/14/2022 3:37
3081,5/14/2022 5:20
3082,5/12/2022 8:31
3083,5/12/2022 0:12
3084,5/12/2022 0:20
3085,5/12/2022 12:16
3086,5/13/2022 5:02
3087,5/14/2022 21:57
3088,5/12/2022 22:10
3089,5/13/2022 18:14
3090,5/12/2022 14:47
3091,5/13/2022 19:49
3092,5/12/2022 13:32
3093,5/13/2022 8:51
3094,5/12/2022 13:28
3095,5/14/2022 21:38
3096,5/13/2022 10:47
3097,5/12/2022 16:44
3098,5/13/2022 23:48
3099,5/14/2022 14:04
3100,5/14/2022 1:35
3101,5/13/2022 19:30
3102,5/12/2022 5:18
3103,5/14/2022 21:37
3104,5/14/2022 18:49
3105,5/12/2022 10:06
3106,5/14/2022 12:59
3107,5/14/2022 4:14
3108,5/14/2022 13:55
3109,5/12/2022 17:29
3110,5/14/2022 9:34
3111,5/13/2022 8:10
3112,5/12/2022 6:04
3113,5/14/2022 7:20
3114,5/13/2022 23:16
3115,5/13/2022 19:44
3116,5/14/2022 8:29
3117,5/13/2022 19:05
3118,5/13/2022 14:01
3119,5/12/2022 1:43
3120,5/13/2022 13:48
3121,5/12/2022 12:26
3122,5/14/2022 4:05
3123,5/12/2022 12:28
3124,5/12/2022 1:32
3125,5/14/2022 20:39
3126,5/13/2022 17:12
3127,5/14/2022 2:00
3128,5/14/2022 7:06
3129,5/14/2022 12:06
3130,5/12/2022 18:00
3131,5/14/2022 23:42
3132,5/14/2022 10:21
3133,5/12/2022 16:43
3134,5/12/2022 10:33
3135,5/12/2022 2:29
3136,5/13/2022 15:36
3137,5/13/2022 16:15
3138,5/14/2022 10:11
3139,5/13/2022 18:23
3140,5/13/2022 19:46
3141,5/12/2022 3:23
3142,5/13/2022 16:23
3143,5/14/2022 9:05
3144,5/12/2022 19:43
3145,5/12/2022 7:05
3146,5/13/2022 22:51
3147,5/12/2022 23:41
3148,5/12/2022 16:24
3149,5/12/2022 2:33
3150,5/13/2022 0:02
3151,5/12/2022 5:41
3152,5/13/2022 10:22
3153,5/13/2022 13:01
3154,5/14/2022 4:06
3155,5/13/2022 18:03
3156,5/14/2022 15:05
3157,5/13/2022 1:51
3158,5/14/2022 13:47
3159,5/12/2022 3:05
3160,5/13/2022 23:24
3161,5/14/2022 0:05
3162,5/13/2022 12:19
3163,5/13/2022 6:27
3164,5/13/2022 10:44
3165,5/14/2022 15:05
3166,5/12/2022 1:52
3167,5/14/2022 5:54
3168,5/14/2022 0:56
3169,5/14/2022 7:23
3170,5/12/2022 5:55
3171,5/12/2022 16:16
3172,5/12/2022 8:54
3173,5/13/2022 7:56
3174,5/12/2022 23:56
3175,5/14/2022 17:35
3176,5/13/2022 8:43
3177,5/12/2022 22:00
3178,5/12/2022 18:39
3179,5/14/2022 16:11
3180,5/14/2022 23:32
3181,5/13/2022 23:23
3182,5/13/2022 14:38
3183,5/12/2022 19:27
3184,5/14/2022 2:36
3185,5/12/2022 11:20
3186,5/12/2022 20:23
3187,5/12/2022 5:18
3188,5/14/2022 10:16
3189,5/12/2022 8:05
3190,5/12/2022 17:13
3191,5/14/2022 3:40
3192,5/13/2022 4:27
3193,5/12/2022 23:35
3194,5/12/2022 15:27
3195,5/13/2022 16:17
3196,5/13/2022 17:10
3197,5/12/2022 23:41
3198,5/12/2022 12:26
3199,5/14/2022 2:12
3200,5/12/2022 18:32
3201,5/14/2022 5:58
3202,5/12/2022 22:20
3203,5/12/2022 6:07
3204,5/13/2022 22:16
3205,5/14/2022 22:28
3206,5/12/2022 21:57
3207,5/13/2022 21:44
3208,5/12/2022 11:49
3209,5/13/2022 19:21
3210,5/12/2022 3:21
3211,5/13/2022 10:23
3212,5/13/2022 13:54
3213,5/13/2022 17:08
3214,5/12/2022 7:18
3215,5/13/2022 19:33
3216,5/12/2022 6:45
3217,5/14/2022 17:39
3218,5/12/2022 8:56
3219,5/14/2022 12:02
3220,5/13/2022 21:41
3221,5/14/2022 17:05
3222,5/12/2022 19:32
3223,5/13/2022 11:33
3224,5/14/2022 13:01
3225,5/12/2022 8:42
3226,5/14/2022 13:51
3227,5/14/2022 2:48
3228,5/14/2022 20:44
3229,5/12/2022 17:14
3230,5/12/2022 4:33
3231,5/13/2022 18:38
3232,5/14/2022 8:44
3233,5/12/2022 22:12
3234,5/12/2022 20:36
3235,5/14/2022 21:19
3236,5/13/2022 12:29
3237,5/13/2022 19:26
3238,5/12/2022 23:35
3239,5/13/2022 8:33
3240,5/13/2022 16:04
3241,5/13/2022 11:44
3242,5/12/2022 8:25
3243,5/12/2022 6:41
3244,5/13/2022 7:42
3245,5/13/2022 19:11
3246,5/14/2022 19:43
3247,5/13/2022 20:51
3248,5/12/2022 1:47
3249,5/13/2022 20:38
3250,5/13/2022 18:21
3251,5/14/2022 1:43
3252,5/12/2022 14:07
3253,5/14/2022 21:09
3254,5/12/2022 5:10
3255,5/13/2022 15:40
3256,5/13/2022 15:57
3257,5/14/2022 6:17
3258,5/14/2022 20:46
3259,5/14/2022 21:59
3260,5/13/2022 19:31
3261,5/14/2022 16:12
3262,5/13/2022 17:49
3263,5/14/2022 21:55
3264,5/14/2022 5:47
3265,5/12/2022 16:13
3266,5/14/2022 11:50
3267,5/12/2022 19:20
3268,5/13/2022 5:59
3269,5/14/2022 13:14
3270,5/13/2022 21:18
3271,5/12/2022 6:38
3272,5/13/2022 10:17
3273,5/14/2022 9:13
3274,5/14/2022 19:45
3275,5/13/2022 6:05
3276,5/12/2022 11:20
3277,5/14/2022 19:58
3278,5/14/2022 23:05
3279,5/14/2022 13:42
3280,5/12/2022 10:39
3281,5/14/2022 20:49
3282,5/14/2022 3:23
3283,5/12/2022 1:52
3284,5/14/2022 8:13
3285,5/12/2022 7:38
3286,5/12/2022 9:31
3287,5/12/2022 1:24
3288,5/14/2022 2:54
3289,5/12/2022 12:08
3290,5/12/2022 16:18
3291,5/12/2022 3:43
3292,5/13/2022 11:35
3293,5/13/2022 6:24
3294,5/12/2022 13:49
3295,5/13/2022 5:09
3296,5/14/2022 5:01
3297,5/13/2022 6:23
3298,5/14/2022 1:47
3299,5/13/2022 14:53
3300,5/12/2022 10:11
3301,5/14/2022 11:22
3302,5/13/2022 12:05
3303,5/13/2022 8:50
3304,5/12/2022 17:08
3305,5/13/2022 13:14
3306,5/12/2022 2:42
3307,5/13/2022 15:05
3308,5/13/2022 13:52
3309,5/12/2022 6:22
3310,5/13/2022 21:00
3311,5/12/2022 22:58
3312,5/13/2022 1:17
3313,5/12/2022 20:58
3314,5/14/2022 3:15
3315,5/13/2022 13:24
3316,5/13/2022 17:25
3317,5/13/2022 9:49
3318,5/12/2022 13:29
3319,5/14/2022 2:51
3320,5/12/2022 18:28
3321,5/13/2022 10:59
3322,5/14/2022 9:28
3323,5/14/2022 22:14
3324,5/13/2022 3:52
3325,5/13/2022 5:08
3326,5/13/2022 8:28
3327,5/12/2022 23:28
3328,5/14/2022 6:45
3329,5/13/2022 19:48
3330,5/12/2022 10:51
3331,5/14/2022 14:30
3332,5/14/2022 6:09
3333,5/13/2022 0:33
3334,5/14/2022 7:02
3335,5/13/2022 16:57
3336,5/14/2022 6:41
3337,5/12/2022 22:40
3338,5/13/2022 13:54
3339,5/13/2022 15:50
3340,5/12/2022 4:38
3341,5/13/2022 20:56
3342,5/13/2022 11:39
3343,5/12/2022 8:15
3344,5/13/2022 0:44
3345,5/14/2022 12:27
3346,5/14/2022 0:40
3347,5/13/2022 18:47
3348,5/14/2022 21:39
3349,5/12/2022 0:04
3350,5/13/2022 3:42
3351,5/12/2022 12:25
3352,5/12/2022 0:20
3353,5/12/2022 3:41
3354,5/13/2022 0:28
3355,5/13/2022 0:59
3356,5/12/2022 20:49
3357,5/13/2022 23:47
3358,5/12/2022 7:42
3359,5/13/2022 22:05
3360,5/14/2022 0:21
3361,5/14/2022 4:45
3362,5/14/2022 16:52
3363,5/12/2022 11:11
3364,5/13/2022 14:20
3365,5/12/2022 18:44
3366,5/14/2022 1:09
3367,5/13/2022 2:32
3368,5/12/2022 6:49
3369,5/13/2022 4:22
3370,5/13/2022 8:04
3371,5/12/2022 0:31
3372,5/13/2022 9:08
3373,5/12/2022 1:25
3374,5/12/2022 21:42
3375,5/14/2022 12:44
3376,5/13/2022 14:36
3377,5/12/2022 5:45
3378,5/12/2022 6:27
3379,5/14/2022 7:29
3380,5/12/2022 11:58
3381,5/12/2022 19:29
3382,5/14/2022 5:19
3383,5/13/2022 4:07
3384,5/13/2022 13:29
3385,5/14/2022 16:23
3386,5/14/2022 0:04
3387,5/12/2022 20:50
3388,5/13/2022 3:31
3389,5/12/2022 0:21
3390,5/14/2022 16:32
3391,5/12/2022 5:47
3392,5/13/2022 10:26
3393,5/13/2022 14:22
3394,5/12/2022 2:30
3395,5/12/2022 17:41
3396,5/13/2022 17:12
3397,5/14/2022 12:23
3398,5/12/2022 12:39
3399,5/13/2022 12:52
3400,5/12/2022 20:37
3401,5/12/2022 1:59
3402,5/12/2022 18:01
3403,5/14/2022 6:01
3404,5/13/2022 18:55
3405,5/13/2022 3:39
3406,5/12/2022 5:36
3407,5/13/2022 5:41
3408,5/12/2022 20:35
3409,5/13/2022 2:18
3410,5/12/2022 16:02
3411,5/14/2022 15:13
3412,5/13/2022 23:51
3413,5/13/2022 9:50
3414,5/12/2022 6:12
3415,5/13/2022 12:37
3416,5/12/2022 21:35
3417,5/14/2022 4:34
3418,5/13/2022 15:30
3419,5/12/2022 5:58
3420,5/13/2022 17:50
3421,5/13/2022 8:07
3422,5/12/2022 8:33
3423,5/14/2022 7:00
3424,5/12/2022 6:54
3425,5/13/2022 6:46
3426,5/13/2022 0:12
3427,5/12/2022 17:05
3428,5/13/2022 23:22
3429,5/13/2022 1:23
3430,5/12/2022 11:04
3431,5/12/2022 9:00
3432,5/14/2022 19:49
3433,5/14/2022 10:06
3434,5/14/2022 20:22
3435,5/13/2022 20:15
3436,5/14/2022 0:51
3437,5/14/2022 17:52
3438,5/14/2022 8:19
3439,5/14/2022 18:01
3440,5/12/2022 7:35
3441,5/13/2022 5:45
3442,5/13/2022 10:58
3443,5/12/2022 17:35
3444,5/12/2022 0:27
3445,5/13/2022 12:26
3446,5/12/2022 13:29
3447,5/12/2022 16:35
3448,5/12/2022 20:15
3449,5/14/2022 2:05
3450,5/12/2022 21:53
3451,5/13/2022 9:09
3452,5/12/2022 22:24
3453,5/12/2022 18:46
3454,5/13/2022 8:20
3455,5/13/2022 22:14
3456,5/12/2022 10:54
3457,5/14/2022 12:34
3458,5/14/2022 1:02
3459,5/13/2022 9:11
3460,5/14/2022 12:13
3461,5/13/2022 9:11
3462,5/14/2022 21:09
3463,5/12/2022 0:41
3464,5/12/2022 12:21
3465,5/13/2022 15:12
3466,5/12/2022 23:27
3467,5/13/2022 12:36
3468,5/13/2022 14:28
3469,5/13/2022 22:00
3470,5/14/2022 2:24
3471,5/14/2022 15:37
3472,5/13/2022 2:06
3473,5/12/2022 7:15
3474,5/13/2022 6:43
3475,5/12/2022 14:29
3476,5/12/2022 1:50
3477,5/14/2022 17:50
3478,5/13/2022 8:22
3479,5/13/2022 7:12
3480,5/13/2022 10:07
3481,5/13/2022 21:31
3482,5/14/2022 4:04
3483,5/13/2022 7:30
3484,5/12/2022 7:27
3485,5/13/2022 2:25
3486,5/13/2022 21:22
3487,5/13/2022 14:45
3488,5/14/2022 22:22
3489,5/12/2022 19:40
3490,5/14/2022 13:15
3491,5/13/2022 1:37
3492,5/12/2022 17:50
3493,5/14/2022 14:57
3494,5/13/2022 8:47
3495,5/14/2022 22:59
3496,5/14/2022 2:28
3497,5/13/2022 5:52
3498,5/13/2022 14:05
3499,5/14/2022 21:15
3500,5/12/2022 6:31
3501,5/12/2022 1:15
3502,5/14/2022 0:46
3503,5/12/2022 8:10
3504,5/12/2022 18:23
3505,5/14/2022 19:42
3506,5/13/2022 6:53
3507,5/14/2022 3:09
3508,5/12/2022 19:52
3509,5/13/2022 12:50
3510,5/12/2022 18:48
3511,5/14/2022 4:43
3512,5/12/2022 13:03
3513,5/14/2022 0:08
3514,5/14/2022 20:04
3515,5/13/2022 10:27
3516,5/13/2022 4:01
3517,5/13/2022 3:15
3518,5/14/2022 14:19
3519,5/12/2022 22:45
3520,5/13/2022 11:27
3521,5/13/2022 13:20
3522,5/13/2022 1:26
3523,5/13/2022 1:29
3524,5/13/2022 8:08
3525,5/14/2022 16:13
3526,5/14/2022 3:42
3527,5/12/2022 21:33
3528,5/14/2022 14:55
3529,5/14/2022 17:20
3530,5/13/2022 23:11
3531,5/13/2022 3:30
3532,5/13/2022 1:25
3533,5/12/2022 6:35
3534,5/14/2022 9:09
3535,5/13/2022 6:53
3536,5/13/2022 21:47
3537,5/12/2022 16:27
3538,5/14/2022 8:24
3539,5/13/2022 21:10
3540,5/13/2022 13:25
3541,5/14/2022 0:49
3542,5/13/2022 9:20
3543,5/13/2022 7:18
3544,5/12/2022 8:19
3545,5/13/2022 14:47
3546,5/12/2022 23:04
3547,5/14/2022 11:23
3548,5/14/2022 0:34
3549,5/12/2022 8:48
3550,5/14/2022 20:56
3551,5/13/2022 20:51
3552,5/13/2022 2:16
3553,5/13/2022 16:03
3554,5/12/2022 11:09
3555,5/12/2022 1:07
3556,5/13/2022 17:47
3557,5/14/2022 3:29
3558,5/14/2022 20:04
3559,5/13/2022 2:18
3560,5/14/2022 16:01
3561,5/13/2022 1:01
3562,5/14/2022 5:49
3563,5/14/2022 1:01
3564,5/14/2022 13:07
3565,5/12/2022 14:21
3566,5/13/2022 22:52
3567,5/14/2022 15:01
3568,5/14/2022 17:49
3569,5/13/2022 19:25
3570,5/13/2022 2:34
3571,5/13/2022 16:29
3572,5/14/2022 16:18
3573,5/12/2022 22:58
3574,5/13/2022 17:19
3575,5/13/2022 7:23
3576,5/13/2022 6:55
3577,5/14/2022 6:01
3578,5/14/2022 12:51
3579,5/14/2022 18:01
3580,5/12/2022 6:07
3581,5/12/2022 12:49
3582,5/14/2022 5:43
3583,5/14/2022 21:55
3584,5/12/2022 21:52
3585,5/14/2022 16:35
3586,5/13/2022 6:43
3587,5/14/2022 17:06
3588,5/13/2022 8:07
3589,5/12/2022 1:43
3590,5/13/2022 16:09
3591,5/13/2022 13:31
3592,5/12/2022 14:36
3593,5/13/2022 5:37
3594,5/14/2022 4:11
3595,5/13/2022 17:16
3596,5/14/2022 19:52
3597,5/12/2022 1:56
3598,5/13/2022 21:26
3599,5/13/2022 8:52
3600,5/13/2022 18:08
3601,5/12/2022 0:47
3602,5/14/2022 10:52
3603,5/13/2022 20:58
3604,5/14/2022 12:28
3605,5/13/2022 10:22
3606,5/13/2022 12:55
3607,5/13/2022 3:35
3608,5/13/2022 14:19
3609,5/13/2022 2:00
3610,5/13/2022 9:13
3611,5/14/2022 12:31
3612,5/14/2022 11:25
3613,5/12/2022 3:28
3614,5/12/2022 13:54
3615,5/14/2022 11:05
3616,5/12/2022 11:51
3617,5/13/2022 19:19
3618,5/13/2022 3:13
3619,5/14/2022 14:52
3620,5/14/2022 14:11
3621,5/13/2022 14:29
3622,5/14/2022 9:23
3623,5/12/2022 7:47
3624,5/14/2022 22:51
3625,5/12/2022 16:44
3626,5/13/2022 15:32
3627,5/12/2022 19:15
3628,5/14/2022 5:05
3629,5/12/2022 11:09
3630,5/14/2022 21:33
3631,5/13/2022 12:11
3632,5/12/2022 15:32
3633,5/12/2022 14:07
3634,5/13/2022 4:16
3635,5/14/2022 2:59
3636,5/14/2022 0:50
3637,5/12/2022 23:36
3638,5/13/2022 13:30
3639,5/12/2022 22:29
3640,5/14/2022 7:43
3641,5/14/2022 13:21
3642,5/12/2022 7:03
3643,5/12/2022 11:57
3644,5/13/2022 0:11
3645,5/12/2022 0:15
3646,5/14/2022 4:44
3647,5/12/2022 14:12
3648,5/13/2022 22:31
3649,5/14/2022 1:17
3650,5/12/2022 3:26
3651,5/14/2022 9:17
3652,5/12/2022 0:58
3653,5/14/2022 12:31
3654,5/13/2022 3:32
3655,5/12/2022 5:11
3656,5/13/2022 2:28
3657,5/13/2022 13:52
3658,5/13/2022 2:25
3659,5/14/2022 17:24
3660,5/12/2022 7:03
3661,5/14/2022 5:33
3662,5/13/2022 15:07
3663,5/12/2022 3:04
3664,5/13/2022 0:36
3665,5/12/2022 12:29
3666,5/12/2022 4:57
3667,5/12/2022 2:12
3668,5/13/2022 14:01
3669,5/12/2022 6:08
3670,5/13/2022 2:20
3671,5/14/2022 4:53
3672,5/14/2022 2:00
3673,5/14/2022 21:18
3674,5/14/2022 19:24
3675,5/13/2022 11:09
3676,5/13/2022 7:38
3677,5/12/2022 2:47
3678,5/13/2022 4:13
3679,5/13/2022 5:38
3680,5/12/2022 4:05
3681,5/14/2022 15:09
3682,5/13/2022 0:08
3683,5/13/2022 20:19
3684,5/12/2022 4:07
3685,5/12/2022 12:18
3686,5/14/2022 1:33
3687,5/12/2022 10:29
3688,5/13/2022 3:38
3689,5/12/2022 15:49
3690,5/13/2022 21:02
3691,5/12/2022 18:18
3692,5/12/2022 7:17
3693,5/14/2022 1:56
3694,5/14/2022 0:36
3695,5/12/2022 13:47
3696,5/14/2022 23:02
3697,5/14/2022 2:53
3698,5/12/2022 11:00
3699,5/12/2022 12:26
3700,5/13/2022 8:56
3701,5/13/2022 0:27
3702,5/13/2022 3:03
3703,5/14/2022 7:18
3704,5/13/2022 11:08
3705,5/13/2022 9:13
3706,5/12/2022 3:33
3707,5/14/2022 3:24
3708,5/12/2022 0:04
3709,5/13/2022 12:33
3710,5/14/2022 6:17
3711,5/13/2022 19:24
3712,5/13/2022 20:29
3713,5/14/2022 22:43
3714,5/12/2022 6:48
3715,5/14/2022 9:49
3716,5/12/2022 19:12
3717,5/14/2022 18:22
3718,5/14/2022 19:54
3719,5/13/2022 18:15
3720,5/13/2022 8:14
3721,5/12/2022 8:20
3722,5/12/2022 21:16
3723,5/14/2022 17:36
3724,5/14/2022 14:40
3725,5/14/2022 23:49
3726,5/14/2022 21:36
3727,5/14/2022 0:24
3728,5/13/2022 0:24
3729,5/13/2022 0:57
3730,5/14/2022 1:57
3731,5/12/2022 21:09
3732,5/13/2022 12:51
3733,5/13/2022 16:14
3734,5/14/2022 22:32
3735,5/14/2022 15:17
3736,5/14/2022 13:12
3737,5/13/2022 18:07
3738,5/14/2022 18:45
3739,5/12/2022 19:31
3740,5/12/2022 18:49
3741,5/12/2022 10:06
3742,5/12/2022 4:17
3743,5/12/2022 21:47
3744,5/12/2022 4:11
3745,5/14/2022 16:05
3746,5/13/2022 19:30
3747,5/13/2022 1:34
3748,5/14/2022 11:43
3749,5/12/2022 21:19
3750,5/14/2022 2:01
3751,5/12/2022 2:16
3752,5/13/2022 10:30
3753,5/12/2022 10:50
3754,5/12/2022 15:17
3755,5/13/2022 15:31
3756,5/13/2022 7:40
3757,5/14/2022 23:42
3758,5/13/2022 23:29
3759,5/13/2022 20:41
3760,5/12/2022 14:18
3761,5/13/2022 16:37
3762,5/12/2022 11:51
3763,5/13/2022 3:21
3764,5/12/2022 9:30
3765,5/12/2022 22:56
3766,5/12/2022 7:14
3767,5/14/2022 13:12
3768,5/12/2022 8:18
3769,5/13/2022 20:13
3770,5/12/2022 11:52
3771,5/13/2022 16:02
3772,5/12/2022 5:28
3773,5/13/2022 7:44
3774,5/14/2022 14:37
3775,5/12/2022 23:14
3776,5/12/2022 6:23
3777,5/13/2022 20:26
3778,5/12/2022 19:49
3779,5/13/2022 18:20
3780,5/14/2022 11:36
3781,5/13/2022 15:48
3782,5/14/2022 22:39
3783,5/14/2022 1:22
3784,5/14/2022 18:43
3785,5/14/2022 19:07
3786,5/14/2022 10:37
3787,5/12/2022 6:47
3788,5/13/2022 17:40
3789,5/14/2022 15:34
3790,5/12/2022 4:31
3791,5/12/2022 11:56
3792,5/12/2022 17:28
3793,5/12/2022 21:26
3794,5/12/2022 2:33
3795,5/14/2022 18:03
3796,5/14/2022 17:29
3797,5/12/2022 12:20
3798,5/13/2022 9:02
3799,5/14/2022 16:47
3800,5/13/2022 2:45
3801,5/14/2022 12:21
3802,5/12/2022 15:27
3803,5/13/2022 5:56
3804,5/13/2022 8:49
3805,5/13/2022 3:24
3806,5/13/2022 23:58
3807,5/13/2022 0:56
3808,5/14/2022 3:19
3809,5/14/2022 15:08
3810,5/12/2022 8:04
3811,5/12/2022 20:06
3812,5/13/2022 8:38
3813,5/14/2022 1:26
3814,5/13/2022 13:10
3815,5/13/2022 2:51
3816,5/13/2022 13:18
3817,5/12/2022 3:26
3818,5/14/2022 23:33
3819,5/12/2022 18:27
3820,5/14/2022 13:11
3821,5/12/2022 17:59
3822,5/14/2022 15:44
3823,5/12/2022 6:03
3824,5/14/2022 21:40
3825,5/14/2022 3:40
3826,5/13/2022 21:49
3827,5/13/2022 13:52
3828,5/13/2022 6:19
3829,5/13/2022 7:48
3830,5/13/2022 3:45
3831,5/14/2022 8:53
3832,5/12/2022 23:40
3833,5/13/2022 2:13
3834,5/13/2022 17:26
3835,5/14/2022 1:57
3836,5/12/2022 11:55
3837,5/14/2022 23:38
3838,5/13/2022 5:08
3839,5/14/2022 1:56
3840,5/13/2022 4:25
3841,5/13/2022 13:33
3842,5/12/2022 19:00
3843,5/14/2022 6:19
3844,5/13/2022 14:50
3845,5/12/2022 13:45
3846,5/14/2022 1:02
3847,5/14/2022 18:00
3848,5/14/2022 22:03
3849,5/13/2022 6:18
3850,5/12/2022 3:24
3851,5/13/2022 6:24
3852,5/12/2022 13:23
3853,5/13/2022 1:17
3854,5/13/2022 17:31
3855,5/14/2022 17:49
3856,5/13/2022 10:12
3857,5/14/2022 13:24
3858,5/14/2022 10:06
3859,5/14/2022 3:58
3860,5/12/2022 3:44
3861,5/14/2022 21:44
3862,5/14/2022 22:16
3863,5/12/2022 14:07
3864,5/13/2022 16:13
3865,5/14/2022 13:33
3866,5/13/2022 1:46
3867,5/13/2022 9:59
3868,5/14/2022 11:05
3869,5/13/2022 16:39
3870,5/13/2022 21:27
3871,5/13/2022 14:42
3872,5/13/2022 12:49
3873,5/14/2022 11:11
3874,5/13/2022 21:55
3875,5/12/2022 14:45
3876,5/12/2022 6:57
3877,5/12/2022 13:59
3878,5/12/2022 5:17
3879,5/12/2022 13:27
3880,5/13/2022 12:16
3881,5/12/2022 9:31
3882,5/14/2022 17:32
3883,5/14/2022 19:32
3884,5/13/2022 21:09
3885,5/14/2022 1:19
3886,5/13/2022 23:02
3887,5/13/2022 21:11
3888,5/14/2022 7:07
3889,5/12/2022 21:06
3890,5/13/2022 20:54
3891,5/12/2022 11:09
3892,5/12/2022 8:19
3893,5/14/2022 7:01
3894,5/12/2022 15:49
3895,5/14/2022 15:01
3896,5/12/2022 2:15
3897,5/12/2022 2:15
3898,5/14/2022 9:30
3899,5/14/2022 15:29
3900,5/13/2022 13:08
3901,5/12/2022 5:25
3902,5/12/2022 9:47
3903,5/12/2022 22:56
3904,5/14/2022 12:06
3905,5/13/2022 18:04
3906,5/14/2022 16:24
3907,5/14/2022 5:05
3908,5/14/2022 17:49
3909,5/13/2022 8:44
3910,5/13/2022 13:08
3911,5/14/2022 1:57
3912,5/13/2022 22:13
3913,5/12/2022 18:47
3914,5/13/2022 13:29
3915,5/12/2022 1:12
3916,5/12/2022 6:32
3917,5/12/2022 19:17
3918,5/12/2022 2:58
3919,5/12/2022 19:01
